,sentence1,sentence2,predicted_score,score
251,"['A woman is taking off a cloak, which is very large, and revealing an extravagant dress']","['A black, red, white and pink dress is being worn by a woman']",0.5286656618118286,3.4
252,['A teenage girl is storing away beads that are red'],['A teenage girl is wearing beads that are red'],0.8377683162689209,3.8
253,"['A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling']","['A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling']",0.9748110175132751,5.0
254,"['A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling']","['There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling']",0.5737489461898804,3.7
255,"['A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling']","['A red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair, earrings and a necklace ']",0.793472409248352,3.3
256,"['A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling']",['A teenage girl is wearing beads that are red'],0.4429458677768707,3.1
257,"['A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling']",['The teenage girl is wearing beads that are red'],0.42030876874923706,2.4
258,"[""The girl likes red and isn't wearing beads for teenagers""]","['A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling']",0.33651384711265564,2.3
259,['A fearful little boy is on a climbing wall'],['A fearful little boy is on the ground'],0.6843986511230469,3.4
260,['A boy is climbing up a wall artificially built for climbing and is attached to a rope'],['A climbing boy rescues the fearful cat from over the wall'],0.531643807888031,2.2
261,['A fearful little boy is on a climbing wall'],['A boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope'],0.6051985621452332,4.1
262,['A boy is climbing up a wall artificially built for climbing and is attached to a rope'],['A fearful little boy is on a climbing wall'],0.6172015070915222,3.9
263,['A dad is launching his daughter into a swimming pool'],['A father is launching the daughter in a swimming pool'],0.9455060362815857,4.8
264,['A father is in the swimming pool during his daughters launch'],['A father is launching the daughter in a swimming pool'],0.9006941318511963,3.2
265,['The man is tossing a kid into the swimming pool that is near the ocean'],['One man is tossing a kid into the swimming pool that is near the ocean'],0.9437445998191833,4.8
266,['The man is tossing a kid into the swimming pool that is near the ocean'],"['A kid swimming in the ocean is tossing a coin into the pool, near the man']",0.7396409511566162,2.2
267,['One man is tossing a kid into the swimming pool that is near the ocean'],['A father is launching the daughter in a swimming pool'],0.548653781414032,3.9
268,"['A kid swimming in the ocean is tossing a coin into the pool, near the man']",['A father is launching the daughter in a swimming pool'],0.3706310987472534,1.6
269,['A father is in the swimming pool during his daughters launch'],['The man is tossing a kid into the swimming pool that is near the ocean'],0.468119740486145,2.515
270,['A father is launching the daughter in a swimming pool'],['The man is tossing a kid into the swimming pool that is near the ocean'],0.5064980983734131,3.8
271,['A social climber is tying a man to a cliff with a rope'],['One man is climbing a cliff with a rope'],0.7212994694709778,3.1
272,"['A person is standing in front of a rock with a rope, which is pink']","['A person is climbing a rock with a rope, which is pink']",0.8266145586967468,3.9
273,"['A rock is being climbed by a person with a rope, which is pink']",['One man is climbing a cliff with a rope'],0.517096757888794,4.3
274,['One man is climbing a cliff with a rope'],"['A person is standing in front of a rock with a rope, which is pink']",0.3718492388725281,3.4
275,"['A person is climbing a rock with a rope, which is pink']",['One man is climbing the cliff with a rope'],0.532183051109314,4.1
276,"['A person is climbing a rock with a rope, which is pink']",['One man is descending a cliff with a rope'],0.4814819097518921,2.8
277,"['A person is climbing a rock with a rope, which is pink']",['A social climber is tying a man to a cliff with a rope'],0.4802638292312622,2.685
278,"[""A young boy isn't climbing a wall made of rock""]",['The young boy is climbing the wall made of rock'],0.7000433802604675,4.1
279,['A young child is climbing a rock climbing wall which is indoors'],['A young kid is climbing a rock climbing wall which is indoors'],0.9833264946937561,4.7
280,['A young child is climbing a rock climbing wall which is indoors'],['A child is indoors watching a program about some young climbers on a rock wall.'],0.6854610443115234,3.2
281,['A child is indoors watching a program about some young climbers on a rock wall.'],['The young boy is climbing the wall made of rock'],0.48611730337142944,3.4
282,['One young boy is climbing a wall made of rock'],['A young child is climbing a rock climbing wall which is indoors'],0.7119592428207397,4.3
283,['A young climber is making a rock wall for the boys'],['A young child is climbing a rock climbing wall which is indoors'],0.550365149974823,2.9
284,['The cyclist is performing a trick in the air'],"[""The cyclist isn't performing a trick in the air""]",0.8230546712875366,3.8
285,['One man is doing a bicycle trick in midair'],"[""The cyclist isn't performing a trick in the air""]",0.6258060932159424,2.9
286,['One man is doing a bicycle trick in midair'],['The air is tricking a performing cyclist'],0.7277787327766418,3.0
287,"['A dog, which is black, and a white one are staring at each other in the street']","['A dog, which is black, and another one, which is white, are staring at each other in the street']",0.9730678200721741,4.9
288,"['A dog, which is black, and a white one are staring at each other in the street']",['One white dog is staring at the black street'],0.8743730783462524,3.1
289,['Two dogs of different breeds are looking angrily at each other across a street'],['Two dogs of different breeds are looking at each other across a street'],0.80973881483078,4.6
290,['Two dogs of different breeds are looking at each other across a street'],['There are no dogs of different breeds looking at each other across a street'],0.7004824280738831,3.9
291,"['A dog, which is black, and another one, which is white, are staring at each other in the street']",['Two dogs of different breeds are looking at each other across a street'],0.8022168874740601,4.1
292,"['A dog next to a tree, which is probably a pine, is dropping a bucket']","['A dog next to a tree, which is probably a pine, is biting a bucket']",0.8640679717063904,3.4
293,"['A dog next to a tree, which is probably a pine, is biting a bucket']",['A dog in a bucket is biting a tree which is probably a pine'],0.9643035531044006,3.2
294,['A dog which is furry and black is in a backyard and is carrying a basket in its mouth.'],['A dog which is furry and black is in a back yard and is carrying a basket in its mouth'],0.9306631684303284,5.0
295,['A dog which is furry and black is in a back yard and is carrying a basket in its mouth'],['There is no dog which is furry and black in a back yard carrying a basket in its mouth.'],0.7107822895050049,3.7
296,"['A dog next to a tree, which is probably a pine, is biting a bucket']",['There is no dog which is furry and black in a back yard carrying a basket in its mouth.'],0.38588953018188477,3.2
297,['A dog in the backyard is carrying black fur in a basket in its mouth.'],"['A dog next to a tree, which is probably a pine, is biting a bucket']",0.38186171650886536,3.4
298,['A dog which is furry and black is in a back yard and is carrying a basket in its mouth'],"['A dog next to a tree, which is probably a pine, is dropping a bucket']",0.4427710175514221,2.8
299,['Two persons of large size are sitting on a park bench and they have a bottle of soda between them'],['Two large persons are sitting on a park bench and they have a bottle of soda between them'],0.9895795583724976,4.7
300,['Two large persons are sitting on a park bench and they have a bottle of soda between them'],['Two large persons are standing near a park bench and they have nothing between them'],0.6405187249183655,4.1
301,['Two large park benches have a person sitting and a bottle of soda between them'],['Two large persons are sitting on a park bench and they have a bottle of soda between them'],0.8457716107368469,3.7
